artifact;repository
org.ow2.petals.samples:sa-gateway-hello-domain1;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-workmanager-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-mail;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:wrapper-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-services-api;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.fractal.bf.examples:fractal-bf-examples-helloworld-parent;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/examples/helloworld
org.ow2.chameleon.json:json-service-json.org;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/json-service-json.org-0.4.0
org.ow2.jonas:jonas-itests-cargo;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-jmx-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.talend:su-XSLT-ArticleImporterResultsGenerationService-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.util:util-pool-api;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jms-joram-plans;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-deployable-monitor-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:sa-soap-datamapping;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas.jonas-itests-applications-jaxws-add.assemblies:wsadd;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.talend:su-FileTransfer-ArticleImporterResultsService-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.chameleon.org.junit.paxexam:junit-paxexam;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/junit-paxexam-4.8.2-0000
org.ow2.jonas:jonas-generators;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.urlshortener:url-shortener-tinyurl;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/url-shortener-tinyurl-0.2.0
org.ow2.jonas:jonas-itests-applications-classloader;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-packaging-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:event-provider-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-jca-jdbc;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-ejb-ha-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-libraries-tenant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.activiti:sample-vacation-webapp;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.jonas:jonas-security-jacc-handlers;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-plan-deployer;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.util:util-substitution;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.util:util-plan-schemas;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-transaction-interceptors;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-resource-monitor;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:mejb;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-management-reconfig;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-webservices-publish-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-smartclient;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.sharedprefs:xml-shared-preferences;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/xml-shared-preferences-0.2.0
org.ow2.util:util-plan-monitor-api;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.petals.samples:su-mail-consume-pop3;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas.tools.maven:maven-shade-jonas-transformers;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-webservices-axis2;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:sa-eip;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-versioning-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-security-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-extension-server-info;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas.assemblies:jonas-ant-tasks;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:bootstrap-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-web-container-jetty;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.json:json-service-json-lib;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/json-service-json-lib-0.4.1
org.ow2.jonas.tools.maven:jonas-tools-maven;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jndi-interceptors;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-endpoint-collector-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-extension-jvm;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-tm-jotm-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-geolocation;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.easywsdl:easywsdl-ext-multiple;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-root-parent-21.0.0
org.ow2.jonas:jonas-management-services;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-ctxroot;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.fractal.bf.examples:fractal-bf-examples-helloworld-koch;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/examples/helloworld-koch
org.ow2.jonas:jonas-commands;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-plan-repository-impl;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jsf-base-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-jca-jdbc-ds;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas.assemblies.profiles.legacy:micro-jonas;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-jca-jdbc-dm;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-plan-reader;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas.jonas-itests-applications-jaxws-add:module-addbean-api;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.fractal.bf.examples.amazon:fractal-bf-examples-amazon-parent;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/examples/amazon
org.ow2.jonas:jonas-webservices-cxf-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-extension-deployers;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.commons.junit:junit-dep;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/junit-dep-4.8.2-0000
org.ow2.petals.samples:sa-ftp;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.util:util-ee-metadata-ws;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.fractal.bf.connectors:fractal-bf-connectors-rest-cxf;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/tags/FRACTAL_BF_0_9
org.ow2.jonas:jonas-discovery;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-audit;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.cmi.doc:cmi-doc;scm:svn:svn+ssh://benoitf@svn.forge.objectweb.org/svnroot/cmi/tags/CMI_DOC_2_1_2
org.ow2.jonas.jonas-itests-applications-jaxb2:assemblies;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:audit-report-api;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.petals.samples:petals-mail-parent;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples:sa-talend-sample;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples:petals-ftp-parent;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.util:util-event-impl;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.petals.samples:sa-activiti-vacation-sample;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-validation-hibernate-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.activiti:su-SOAP-archiveService-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.petals.samples.jsr181:su-jsr181-weather;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.carol:carol-iiop-delegate;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/carol/tags/CAROL_3_0_10
org.ow2.jonas:jonas-jsf-mojarra-2.0-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-extension-ipojo-factories;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:log-provider;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-multitenant-addon;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-jsf-myfaces-2.0;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas.tools.maven:maven-wsgen-plugin;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-extension-deployables;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-validation-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.fractal.bf.examples:fractal-bf-examples-complex;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/examples/complex
org.ow2.chameleon.twitter:twitter-service;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/twitter-service-0.2.0
org.ow2.jonas:jonas-jndi-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas.jonas-itests-applications-jaxws-add:module-wsadd-webapp;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-db-h2-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-web-container-tomcat-base-ant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-scan;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-itests-applications-multitenant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-maven-plugin-xmleditor;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-mbeans-for-addons;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.talend:sa-talend-sample;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.jonas:jonas-web-container-base-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jms-joram-addon;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-protocol-ssh;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.petals.samples:petals-validation-parent;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jms-joram-client-plan;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:sa-xslt;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-carol-registry-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-multitenant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-jca-jdbc-cp;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon:scripts;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/scripts-0.2.4
org.ow2.fractal.bf.examples:fractal-bf-examples-helloworld-client-parent;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/examples/helloworld/client
org.ow2.jonas:jms-joram-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-jsr181-shipping;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:directory-provisionning;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-stream;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-validation;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-itests-applications-osgi-datasource;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:util-component-api;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-webservices;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-itests-osgi-base;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-jsr181-converter;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples:su-eip-provide-wire-tap;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-report-extensions;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-eip-provide-router;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples.mail.laposte:su-laposte-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.util:util-plan-deploy;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-ctxroot-plan;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.database:datasource-derby;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/datasource-derby-0.2.0
org.ow2.jonas:jonas-deployable-monitor-core-for-addons;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-jsr181-hello;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples:su-SOAP-ArticleService-consume;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples:su-jsr181-stock;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.chameleon.naming:jndi-naming-service;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/jndi-naming-service-0.2.0
org.ow2.petals.samples.activiti:su-SOAP-notifyVacationService-consume;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.jonas:jonas-itests-cargo-jetty8;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.fractal.bf.examples:fractal-bf-examples-helloworld-osgi-client-osgi;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/examples
org.ow2.jonas:log-provider-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:bootstrap;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-dbm-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-resource-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-webservices-jaxws-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-smartclient-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-extension-loader-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.fractal.bf.itests:fractal-bf-itests-parent;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/fractal-bf-itests-parent
org.ow2.easybeans.osgi:easybeans-osgi-plugins-launcher-framework-knopflerfish;scm:svn:svn+ssh://benoitf@svn.forge.objectweb.org/svnroot/easybeans/tags/EASYBEANS_OSGI_1_0_2
org.ow2.util:util-plan-fetcher-impl;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:wrapper;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-extension-loader;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-cluster-daemon;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-itests-cargo-iiop;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-webservices-jaxrpc-ant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:bootstrap-ant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-itests-applications-osgi-di;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.activiti:su-SOAP-activitiIntegrationService-consume;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.util:util-ee-builder-webservice;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.petals.samples:su-SOAP-vacationService-consume;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-itests-cargo-security;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-discovery-jgroups-ant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-api;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-itests-applications-connection-leaks;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-report-extension-endpoints;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-workcleaner-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.jsr181:su-jsr181-converter;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.chameleon.i18n:i18n-service;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/i18n-service-0.2.0
org.ow2.petals.samples:sa-sftp;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.petals.samples.jsr181:su-jsr181-hotel;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.petals.samples.jsr181:petals-jsr181-parent;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.chameleon:parent-pom;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/parent-pom-0.3.2
org.ow2.jonas:jonas-itests-applications-jsf;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-SOAP-archiveService-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-itests-cargo-irmi;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.easybeans.osgi:easybeans-osgi-plugins-launcher-api;scm:svn:svn+ssh://benoitf@svn.forge.objectweb.org/svnroot/easybeans/tags/EASYBEANS_OSGI_1_0_2
org.ow2.jonas:jonas-itests-applications-jndi-enc-ear;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.json:json-service;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/json-service-0.4.0
org.ow2.jonas:jonas-ejb-ha-ant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.util:audit-report;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.util:util-base64;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-db-hsql-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.chameleon.chat:jabber;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/jabber-1.0.0
org.ow2.jonas:jonas-admin-plan;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.jonas:jonas-db-base-ant;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples:su-gateway-hello-provides;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.6
org.ow2.jonas:jonas-service-manager-for-addons;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
org.ow2.petals.samples.talend:sa-talend-ArticleImporterJobService-provide;scm:svn:https://svn.petalslink.org/svnroot/tags/petals-parent-20.2.8
org.ow2.util.maven:osgi-plugin-frameworks-launcher;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.fractal.bf.itests:adl-rmi;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/fractal/tags/FRACTAL_BF_0_10/fractal-bf-itests-parent
org.ow2.chameleon.rose.jsonrpc.endpoint:jabsorb-endpoint-factory;scm:svn:svn+ssh://svn.forge.objectweb.org/svnroot/chameleon/releases/jabsorb-endpoint-factory-0.1.3
org.ow2.util:util-protocol-api;scm:svn:svn+ssh://albertil@svn.forge.objectweb.org/svnroot/easybeans/tags/OW2_UTIL_1_0_37
org.ow2.jonas:jonas-resource-monitor-core;svn+ssh://svn.forge.objectweb.org/svnroot/jonas/jonas/tags/JONAS_5_3_0
