artifact;repository
org.coosproject.build-tools.org.apache.felix:maven-bundle-plugin;scm:svn:https://svn.apache.org/repos/asf/felix/releases/maven-bundle-plugin-2.1.0
org.codehaus.sonar-plugins:sonar-quality-index-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-quality-index-plugin-1.1.3
org.codelabor:maven-example;scm:svn:https://codelabor.googlecode.com/svn/tags/maven-example-3.0.0
org.codehaus.sonar-plugins:sonar-technicaldebt-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-technicaldebt-plugin-1.2.1
org.codehaus.sonar-plugins:pdf-report;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/pdf-report-1.0
org.codehaus.sonar-plugins:sonar-delphi-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-delphi-plugin-0.1
org.codehaus.sonar-plugins:sonar-emma-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-emma-plugin-1.3
org.codehaus.sonar-plugins:sonar-security-rules-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-security-rules-plugin-0.3.2
org.codehaus.sonar-plugins:sonar-drools-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-drools-plugin-0.2
org.codehaus.sonar-plugins:sonar-jacoco-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-jacoco-plugin-0.6
org.codelabor:codelabor-system-host;scm:svn:https://codelabor.googlecode.com/svn/tags/codelabor-system-host-1.0.4
org.codehaus.sonar-plugins:sonar-plugin-taglist;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-plugin-taglist-0.5
org.codehaus.sonar-plugins:sonar-flex-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-flex-plugin-1.0.1
org.codehaus.sonar-plugins:technical-debt;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/technical-debt-0.3
org.codelabor:codelabor-system-xecure;scm:svn:https://codelabor.googlecode.com/svn/tags/codelabor-system-xecure-2.0.0
org.codehaus.sonar-plugins:sonar-javascript-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-javascript-plugin-0.4
org.codehaus.sonar-plugins:sonar-email-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-email-plugin-0.2
org.codehaus.sonar-plugins:sonar-python-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-python-plugin-0.1
org.codehaus.sonar-plugins:sonar-cutoff-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-cutoff-plugin-0.2
org.codehaus.sonar-plugins:sonar-taglist-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-taglist-plugin-1.0
org.codehaus.sonar-plugins:sonar-c-rules-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-c-rules-plugin-0.4
org.codehaus.sonar-plugins:sonar-sigmm-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-sigmm-plugin-1.0.1
org.codehaus.sonar-plugins:sonar-google-calendar-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-google-calendar-plugin-0.2
org.codehaus.sonar-plugins:sonar-csv-export-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-csv-export-plugin-1.3
org.codehaus.sonar-plugins:sonar-radiator-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-radiator-plugin-1.1
org.codehaus.sonar-plugins:sonar-greenpepper-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-greenpepper-plugin-0.2
org.codehaus.sonar-plugins:sonar-twitter-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-twitter-plugin-0.1
org.codehaus.sonar-plugins:maven-report;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/maven-report-0.1
org.codehaus.sonar-plugins:emma;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/emma-0.1
org.codehaus.sonar-plugins:sonar-doxygen-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-doxygen-plugin-0.1
org.codehaus.sonar-plugins:sonar-php;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-php-0.4
org.codehaus.sonar-plugins:sonar-violationdensity-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-violationdensity-plugin-1.2
org.codehaus.sonar-plugins.scm-activity:parent;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/parent-1.3
org.codehaus.xharness:xharness;scm:svn:https://svn.codehaus.org/xharness/tags/xharness-1.0-beta-5
org.codehaus.sonar-plugins:sonar-artifact-size-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-artifact-size-plugin-0.3
org.codehaus.sonar-plugins:sonar-abacus-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-abacus-plugin-0.1
org.codehaus.sonar-plugins:sonar-rulesmeter-plugin;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonar-rulesmeter-plugin-0.1
org.codehaus.sonar-plugins:sonarncss;scm:svn:https://svn.codehaus.org/sonar-plugins/tags/sonarncss-0.1
org.briarproject:obfs4proxy-android;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/obfs4.git
org.bsc.maven:maven-mvnver-plugin;scm:git:https://bartolomeo.sorrentino@code.google.com/p/maven-mvnver-plugin/
org.briarproject:obfs4proxy-windows;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/obfs4.git
org.briarproject:snowflake-linux;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/snowflake.git
org.briarproject:snowflake-macos;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/snowflake.git
org.boretti.drools.integration:drools5-integration-helper-library; http://www.javaforge.com/proj/sources/sccBrowse.do?proj_id=2903 
org.boretti.drools.integration:drools5-integration-helper-maven-plugin; http://www.javaforge.com/proj/sources/sccBrowse.do?proj_id=2903 
org.briarproject:lyrebird-android;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/lyrebird.git
org.briarproject:tor-linux;scm:https://gitweb.torproject.org/tor.git
org.briarproject:tor-macos;scm:https://gitweb.torproject.org/tor.git
org.boretti.drools.integration:drools5-integration-helper-main; http://www.javaforge.com/proj/sources/sccBrowse.do?proj_id=2903 
org.briarproject:lyrebird-windows;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/lyrebird.git
org.boretti.drools.integration:drools5-integration-helper-archetype; http://www.javaforge.com/proj/sources/sccBrowse.do?proj_id=2903 
org.briarproject:tor-windows;scm:https://gitweb.torproject.org/tor.git
org.briarproject:snowflake-windows;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/snowflake.git
org.briarproject:obfs4proxy-linux;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/obfs4.git
org.briarproject:lyrebird-linux;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/lyrebird.git
org.briarproject:lyrebird-macos;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/lyrebird.git
org.briarproject:snowflake-android;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/snowflake.git
org.briarproject:obfs4proxy-macos;scm:https://gitlab.torproject.org/tpo/anti-censorship/pluggable-transports/obfs4.git
org.boretti.drools.integration:drools5-integration-helper-manual; http://www.javaforge.com/proj/sources/sccBrowse.do?proj_id=2903 
org.binddog.test:binddog-test;<https://lab.ssafy.com/s11-final/S11P31A401/-/tree/master>
org.binddog:binddog;<https://lab.ssafy.com/s11-final/S11P31A401/-/tree/master>
org.appspy.server:org.appspy.server.dao; https://appspy.svn.sourceforge.net/svnroot/appspy/appspy/tags/Release-1.1 
org.apertereports:apertereports; https://code.google.com/p/aperte-reports/ 
org.apache.uima:textmarker-eclipse-feature; http://svn.apache.org/viewvc/uima/sandbox/textmarker/tags/textmarker-2.0.0-rc6/textmarker-eclipse-feature 
org.apache.uima:uima-ducc-sm; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-sm 
org.apache.uima:uima-ducc-pm; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-pm 
org.apache.uima:parent-pom-annotator; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-annotator-4 
org.apache.tamaya.ext:tamaya-extension-distribution; https://git-wip-us.apache.org/repos/asf?p=incubator-tamaya.git 
org.apache.uima:uima-ducc-rm; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-rm 
org.apache.uima:uimaj-ep-runtime-deployeditor; http://svn.apache.org/viewvc/uima/uima-as/tags/uima-as-2.10.3/uimaj-ep-runtime-deployeditor 
org.apache.uima:uimaj-ep-deployeditor; http://svn.apache.org/viewvc/uima/uima-as/tags/uima-as-2.10.3/uimaj-ep-deployeditor 
org.apache.uima:uima-ducc-jd; http://svn.apache.org/viewvc/uima/sandbox/uima-ducc/tags/uima-ducc-1.1.0/uima-ducc-jd 
org.apache.tamaya:buildconfigurations; https://git-wip-us.apache.org/repos/asf?p=incubator-tamaya.git 
org.apache.uima:uima-ducc-workitem-v2; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-workitem-v2 
org.apache.uima:parent-pom-eclipse-plugins-ibm-notice; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-eclipse-plugins-ibm-notice-4 
org.apache.tuscany.maven.plugins:maven-zip-plugin;scm:svn:https://svn.apache.org/repos/asf/tuscany/maven-plugins/tags/maven-zip-plugin-alpha2
org.apache.tapestry:tutorial1;scm:svn:https://svn.apache.org/repos/asf/tapestry/tapestry5/tags/releases/5.2.6/tapestry-tutorial1
org.apache.uima:uima-ducc-db; http://svn.apache.org/viewvc/uima/sandbox/uima-ducc/tags/uima-ducc-1.1.0/uima-ducc-db 
org.apache.tuscany.maven.plugins:maven-eclipse-compiler;scm:svn:https://svn.apache.org/repos/asf/tuscany/maven-plugins/tags/maven-eclipse-compiler-1.0.2
org.apache.tuscany.sca:tuscany-bundle-plugin;scm:svn:https://svn.apache.org/repos/asf/tuscany/maven-plugins/tags/tuscany-bundle-plugin-1.0.8
org.apache.uima:uima-ducc-workitem-v3; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-workitem-v3 
org.apache.uima:uima-ducc-common; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-common 
org.apache.uima:parent-pom-ibm-notice; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-ibm-notice-4 
org.apache.uima:uimaj-as-osgi-runtime; http://svn.apache.org/viewvc/uima/uima-as/tags/uima-as-2.10.3/uimaj-as-osgi-runtime 
org.apache.uima:uima-ducc-database; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-database 
org.apache.uima:uima-ducc-cli; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-cli 
org.apache.uima:uima-assembly-single-project; http://svn.apache.org/viewvc/uima/build/tags/uima-assembly-single-project-2 
org.apache.uima:uima-jar-resource-bundle; http://svn.apache.org/viewvc/uima/build/tags/uima-jar-resource-bundle-3 
org.apache.tamaya:tamaya-all; https://gitbox.apache.org/repos/asf?p=incubator-tamaya.git 
org.apache.tuscany.maven.plugins:maven-osgi-junit-plugin;scm:svn:https://svn.apache.org/repos/asf/tuscany/maven-plugins/tags/maven-osgi-junit-plugin-1.0
org.apache.uima:uima-docbook-resource-bundle; http://svn.apache.org/viewvc/uima/build/tags/uima-docbook-resource-bundle-2 
org.apache.uima:uimaj-as-camel; http://svn.apache.org/viewvc/uima/uima-as/tags/uima-as-2.10.3/uimaj-as-camel 
org.apache.tuscany.sca:tuscany-zip-plugin;scm:svn:https://svn.apache.org/repos/asf/tuscany/maven-plugins/tags/tuscany-zip-plugin-alpha3
org.apache.uima:parent-pom-distr; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-distr-3 
org.apache.uima:uima-ducc-user; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-user 
org.apache.uima:uima-as-parent; http://svn.apache.org/viewvc/uima/uima-as/tags/uima-as-2.10.3/uima-as-parent 
org.apache.uima:uima-build-helper-maven-plugin; http://svn.apache.org/viewvc/uima/build/tags/uima-build-helper-maven-plugin-7 
org.apache.tamaya:tamaya-distribution; https://git-wip-us.apache.org/repos/asf?p=incubator-tamaya.git 
org.apache.tamaya:tamaya-docs; https://git-wip-us.apache.org/repos/asf?p=incubator-tamaya.git 
org.apache.uima:uima-ducc-orchestrator; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-orchestrator 
org.apache.uima:parent-pom-docbook; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-docbook-4 
org.apache.uima:uima-ducc-container; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-container 
org.apache.uima:uima-ducc-examples; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-examples 
org.apache.uima:uimaj-distr; http://svn.apache.org/viewvc/uima/uimaj/tags/uimaj-2.3.1-rc1/uimaj-distr 
org.apache.tomee.patch:cxf;scm:git:https://git-wip-us.apache.org/repos/asf/cxf.git
org.apache.uima:uima-ducc-agent; http://svn.apache.org/viewvc/uima/uima-ducc/tags/uima-ducc-3.0.0/uima-ducc-agent 
org.apache.uima:parent-pom-top; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-top-5 
org.apache.uima:uima-addons-parent; http://svn.apache.org/viewvc/uima/sandbox/addons/uima-addons-parent/tags/uima-addons-2.3.1-rc5/uima-addons-parent 
org.apache.uima:parent-pom-single-project; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-single-project-4 
org.apache.uima:parent-pom-eclipse-plugins; http://svn.apache.org/viewvc/uima/build/tags/parent-pom-eclipse-plugins-4 
org.apache.stanbol:org.apache.stanbol.enhancer.engine.keywordextraction;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/release-1.0.0-branch/stanbol.apache.org
org.apache.stanbol:org.apache.stanbol.entityhub.yard.clerezza;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.enhancer.engines.opennlp.sentence;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.entityhub.indexing.dblp;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.entityhub.indexing.genericrdf;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.commons.solr.defaults;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.enhancer.ldpath;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/release-1.0.0-branch/stanbol.apache.org
org.apache.stanbol:org.apache.stanbol.enhancer.chain.graph;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.commons.stanboltools.datafileprovider.bundle;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.entityhub.jersey;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0//stanbol.apache.org
org.apache.stanbol:org.apache.stanbol.enhancer.engines.lucenefstlinking;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/release-1.0.0-branch/stanbol.apache.org
org.apache.stanbol:org.apache.stanbol.commons.web.home;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.entityhub.indexing.freebase;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.commons.namespaceprefix.provider.stanbol;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:apache-stanbol-enhancement-engines;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org
org.apache.stanbol:org.apache.stanbol.enhancer.chain.weighted;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.commons.solr.install;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.enhancer.engines.opennlp.token;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.commons.security.usermanagement;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.enhancer.engines.refactor;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/release-1.0.0-branch/stanbol.apache.org
org.apache.stanbol:org.apache.stanbol.enhancer.engines.opennlp.chunker;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.enhancer.nlp.json;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.stanbol:org.apache.stanbol.enhancer.engines.sentiment.summarization;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/release-1.0.0-branch/stanbol.apache.org
org.apache.sling:org.apache.sling.crankstart.api;scm:svn:https://svn.apache.org/repos/asf/sling/tags/org.apache.sling.crankstart.api-1.0.0
org.apache.sling:org.apache.sling.installer.it;scm:svn:https://svn.apache.org/repos/asf/sling/tags/org.apache.sling.installer.it-3.1.2
org.apache.stanbol:org.apache.stanbol.enhancer.engines.entityhublinking;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/release-1.0.0-branch/stanbol.apache.org
org.apache.sling:org.apache.sling.crankstart.sling.extensions;scm:svn:https://svn.apache.org/repos/asf/sling/tags/org.apache.sling.crankstart.sling.extensions-1.0.0
org.apache.stanbol:org.apache.stanbol.commons.authentication.basic;scm:svn:https://svn.apache.org/repos/asf/stanbol/tags/apache-stanbol-1.0.0/stanbol.apache.org/branches/release-1.0.0-branch
org.apache.sling:org.apache.sling.crankstart.api.fragment;scm:svn:https://svn.apache.org/repos/asf/sling/tags/org.apache.sling.crankstart.api.fragment-1.0.2
org.apache.openejb:openejb;scm:git:https://git-wip-us.apache.org/repos/asf/tomee.git
org.apache.portals.pluto.archetype:mvcbean-jsp-portlet-archetype;scm:git:https://git-wip-us.apache.org/repos/asf/portals-pluto.git
org.apache.portals.pluto.archetype:mvcbean-thymeleaf-portlet-archetype;scm:git:https://git-wip-us.apache.org/repos/asf/portals-pluto.git
org.apache.portals.pluto.archetype:bean-portlet-archetype;scm:git:https://git-wip-us.apache.org/repos/asf/portals-pluto.git
org.apache.portals.pluto.archetype:generic-portlet-archetype;scm:git:https://git-wip-us.apache.org/repos/asf/portals-pluto.git
org.apache.myfaces.extensions.scripting:myfaces20-extscript-helloworld; http://svn.apache.org/viewvc/myfaces/extensions/scripting/tags/extscript-root-1.0.6/extscript-examples/myfaces20-extscript-helloworld 
org.apache.myfaces.extensions.scripting:myfaces21-extscript-cdi; http://svn.apache.org/viewvc/myfaces/extensions/scripting/tags/extscript-root-1.0.6/extscript-examples/myfaces20-extscript-helloworld 
org.apache.myfaces.extensions.scripting:extscript-myfaces2-extensions; http://svn.apache.org/viewvc/myfaces/extensions/scripting/tags/extscript-root-1.0.2/extscript-core-root/extscript-myfaces2-extensions 
org.apache.felix:org.apache.felix.ipojo.junit4osgi.felix-command;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.ipojo.junit4osgi.felix-command-1.0.0
org.apache.felix:org.apache.felix.ipojo.handler.extender.pattern;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.ipojo.handler.extender.pattern-0.8.0
org.apache.felix:org.apache.felix.threaddump;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.threaddump-1.0.0
org.apache.felix:org.apache.felix.ipojo.handler.white.board.pattern;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.ipojo.handler.white.board.pattern-0.8.0
org.apache.felix:org.apache.felix.scr.bnd;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.scr.bnd-1.9.6
org.apache.felix:org.apache.felix.ipojo.junit4osgi.swing-gui;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.ipojo.junit4osgi.swing-gui-1.0.0
org.apache.felix:gogo-reactor;scm:svn:https://svn.apache.org/repos/asf/felix/releases/1.0.0
org.apache.felix.gogo:gogo;scm:svn:https://svn.apache.org/repos/asf/felix/releases/gogo-0.4.0
org.apache.felix:maven-junit4osgi-plugin;scm:svn:https://svn.apache.org/repos/asf/felix/releases/maven-junit4osgi-plugin-1.0.0
org.apache.felix:org.apache.felix.upnp.tester;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.upnp.tester-0.4.0
org.apache.felix:org.apache.felix.ipojo.online.manipulator;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.ipojo.online.manipulator-1.6.0
org.apache.geronimo:geronimo-transaction; http://svn.apache.org/viewcvs.cgi/geronimo/trunk/?root=Apache-SVN 
org.apache.felix:org.apache.felix.scr.ext.anno;scm:svn:https://svn.apache.org/repos/asf/felix/releases/org.apache.felix.scr.ext.anno-1.0.0
org.apache.aries.tx-control:org.apache.aries.tx-control-jpa-itests; http://svn.apache.org/viewvc/aries/tags/tx-control-0.0.3/tx-control-jpa-itests 
org.apache.aries.versioning:org.apache.aries.versioning;scm:svn:http://svn.apache.org/repos/asf/aries/tags/org.apache.aries.versioning-0.2.0/org.apache.aries.versioning
org.apache.aries.jmx:org.apache.aries.jmx.parent;scm:svn:http://svn.apache.org/repos/asf/aries/tags/jmx-1.1.5/org.apache.aries.jmx.parent
org.apache.aries.tx-control:org.apache.aries.tx-control-itests; http://svn.apache.org/viewvc/aries/tags/tx-control-0.0.3/tx-control-itests 
org.andromda.samples.onlinestore:online-store;scm:svn:http://andromda.svn.sourceforge.net/svnroot/andromda/trunk/samples/online-store/
nu.ahlbom:myUtils;git://git@vpn.anx.se:/myutils.git
net.stickycode:sticky-reflector;scm:svn:http://source.stickycode.net/tags/net.stickycode/sticky-reflector-3.3
net.stickycode.composite:sticky-composite-cxf-soap-unittest;scm:svn:http://source.stickycode.net/tags/net.stickycode.composite/sticky-composite-cxf-soap-unittest-2.1
net.sf.springlayout:springlayout; http://springlayout.svn.sourceforge.net/viewvc/springlayout/trunk 
net.sourceforge.jfacets:jfacets-all;scm:svn:https://jfacets.svn.sourceforge.net/svnroot/jfacets/trunk
net.stickycode.bootstrap:sticky-bootstrap-api;scm:svn:http://source.stickycode.net/tags/net.stickycode.bootstrap/sticky-bootstrap-api-2.7
net.sf.jmgf:jmgf;git://git.code.sf.net/p/jmgf/code
net.stickycode.deploy:sticky-embedded-tomcat7;scm:svn:http://source.stickycode.net/tags/net.stickycode.deploy/sticky-embedded-tomcat7-0.2
net.stickycode.scheduled:sticky-scheduled-spring30;scm:svn:http://source.stickycode.net/tags/net.stickycode.scheduled/sticky-scheduled-spring30-2.3
net.stickycode.resource:sticky-resource-coercion;scm:svn:http://source.stickycode.net/tags/net.stickycode.resource/sticky-resource-coercion-3.3
net.sourceforge.openutils:openutils-mgnlutils;scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnlutils-5.0.10
net.sourceforge.pah:pah;git://git.code.sf.net/p/pah/code
net.sourceforge.openutils:openutils-mgnltasks;scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnltasks-5.0.10
net.sourceforge.openutils:openutils-mgnltagcloud;scm:svn:svn+ssh://svn.code.sf.net/p/openutils/code/tags/openutils-mgnltagcloud-5.0.10
net.stickycode.stereotype:sticky-stereotype-resource;scm:svn:http://source.stickycode.net/tags/net.stickycode.stereotype/sticky-stereotype-resource-2.2
net.stickycode.deploy.sample:sticky-deployer-sample-helloworld;scm:svn:http://source.stickycode.net/tags/net.stickycode.deploy.sample/sticky-deployer-sample-helloworld-1.4
net.stickycode.mockwire:sticky-mockwire-api;scm:svn:http://source.stickycode.net/tags/net.stickycode.mockwire/sticky-mockwire-api-8.6
net.stickycode.servlet:sticky-servlet-spring3-jersey;scm:svn:http://source.stickycode.net/tags/net.stickycode.servlet/sticky-servlet-spring3-jersey-1.4
net.sourceforge.javydreamercsw:marauroa;git://arianne.git.sourceforge.net/gitroot/arianne/marauroa.git
net.stickycode.stereotype:sticky-stereotype-failure;scm:svn:http://source.stickycode.net/tags/net.stickycode.stereotype/sticky-stereotype-failure-2.3
net.stickycode.resource:sticky-resource;scm:svn:http://source.stickycode.net/tags/net.stickycode.resource/sticky-resource-3.2
net.stickycode:sticky-testutils;scm:svn:http://source.stickycode.net/tags/net.stickycode/sticky-testutils-2.2
net.stickycode.scheduled:sticky-scheduled-spring3;scm:svn:http://source.stickycode.net/tags/net.stickycode.scheduled/sticky-scheduled-spring3-3.2
net.stickycode.rs:sticky-rs-coercion-jersey;scm:svn:http://source.stickycode.net/tags/net.stickycode.rs/sticky-rs-coercion-jersey-1.1
net.sourceforge.datamakerapi:datamakerapi;git://git.code.sf.net/p/datamakerapi/code
net.sourceforge.muleapps:muleapps;scm:svn:http://svn.code.sf.net/p/muleapps/code/tags/muleapps-2
net.stickycode.deploy:sticky-deployer-tomcat6;scm:svn:http://source.stickycode.net/tags/net.stickycode.deploy/sticky-deployer-tomcat6-1.14
net.sf.bioutils-proteo:bioutils-proteomics;git://git.code.sf.net/p/bioutils-proteo/code
net.stickycode:sticky-exception;scm:svn:http://source.stickycode.net/tags/net.stickycode/sticky-exception-3.2
net.stickycode.scheduled:sticky-scheduled-spring4;scm:svn:http://source.stickycode.net/tags/net.stickycode.scheduled/sticky-scheduled-spring4-1.1
net.sourceforge.rapidprops:rapidprops;git://git.code.sf.net/p/rapidprops/code
net.sourceforge.kivu4j:job;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/job-1.0
net.stickycode.plugins:sticky-bounds-plugin;scm:svn:http://source.stickycode.net/tags/net.stickycode.plugins/sticky-bounds-plugin-1.10
net.sourceforge.kivu4j:kivu4j-parent;scm:svn:http://svn.code.sf.net/p/kivu4j/code-0/tags/kivu4j-parent-4
