artifact;repository
org.onosproject:onos-netconf;unknown
org.onosproject:onos-apps-dhcp-api;unknown
org.opencadc:cadc-uws;unknown
org.onosproject:onos-protocols;unknown
org.onosproject:onlab-stc;unknown
org.onosproject:onos-app-demo;unknown
org.opencadc:caom2-artifact-resolvers;unknown
org.openbp:openbp-model-system;unknown
org.opencadc:fits2caom2;unknown
org.onosproject:onos-snmp-api;unknown
org.opencadc:caom2-persist;unknown
org.op4j:op4j-ognl;unknown
org.openbp:openbp-server-cay;unknown
org.onosproject:onos-app-flowanalyzer;unknown
org.onosproject:onos-netconf-provider-flow;unknown
org.onosproject:onos-app-metrics-topology;unknown
org.onosproject:onos-yang-runtime-api;unknown
org.onosproject:onos-drivers-corsa;unknown
org.onosproject:onos-apps-dhcprelay;unknown
org.opencadc:joss;unknown
org.onosproject:onos-app-newoptical;unknown
org.onosproject:onos-host-provider;unknown
org.onosproject:onos-app-olt;unknown
org.onosproject:onos-incubator;unknown
org.onosproject:onos-apps-test-distributed-primitives;unknown
org.omegat:omegat;unknown
org.onosproject:onos-apps-test-transaction-perf;unknown
org.onosproject:onos-of-provider-link;unknown
org.onosproject:onos-yang-plugins;unknown
org.onosproject:onos-apps;unknown
org.oiue:ai-proxy;unknown
org.onosproject:onos-null-provider-host;unknown
org.onosproject:onos-bgp;unknown
org.onosproject:onos-olt;unknown
org.odpi.egeria:data-science-spring;unknown
org.hibernate.java-persistence:jpa-api;unknown
org.objectweb.jonas:jonas-jca-jdbc-cp;unknown
org.objectweb.jonas:jonas-generators-raconfig;unknown
org.objectweb.petals:petals-bc-mail;unknown
org.objectweb.jonas:jonas-domain;unknown
org.objectweb.fractal.cecilia.maven:maven-archetypes-parent;unknown
org.nuiton.i18n:maven-i18n-plugin;unknown
org.occurrent:decider;unknown
org.nuiton.web:nuiton-struts2;unknown
org.objectweb.fractal.fraclet.java.examples.advanced:helloworld-remote;unknown
org.nuiton.eugene:eugene-java-templates;unknown
org.nuiton.js:nuiton-js-jqplot;unknown
org.objectweb.jonas:jonas-sec-interceptors-jrmp;unknown
org.nuiton.jaxx:jaxx-widgets-gis;unknown
org.objectweb.fractal.cecilia.examples:cecilia-examples;unknown
org.objectweb.fractal:naming-framework;unknown
org.objectweb.think.minus.applications.L4:platform;unknown
org.objectweb.think.minus:root;unknown
org.objectweb.think.helloworld-targets:helloworld-st8010-host-bare;unknown
org.nuiton:mavenpom4redmine;unknown
org.objectweb.petals:petals-se-xslt;unknown
org.objectweb.celtix:celtix-tools;unknown
org.nuiton.jaxx:jaxx-runtime-swing-session;unknown
org.nuiton.eugene:eugene-maven-plugin;unknown
org.nuiton.jrst:docutils;unknown
org.objectweb.think.minus.utils:utils;unknown
org.objectweb.jonas:jonas-ejb-container;unknown
org.objectweb.jonas:jonas-management-javaee;unknown
org.nuiton.jaxx:jaxx-runtime-swing;unknown
org.octopusden.octopus.confluence:confluence-markdown-macro;unknown
org.nuiton:nuiton-converter;unknown
geronimo:geronimo-naming-builder;unknown
org.docbook:docbook-xsl;unknown
org.apache.dubbo:hessian-lite;unknown
org.neo4j:neo4j-jmx;unknown
org.nhind:config-service;unknown
org.neo4j:parent-central;unknown
org.nocrala.tools.database.builder:database-builder-maven-plugin;unknown
org.neociclo.accord:accord-parent;unknown
org.njgzr:easy-cache;unknown
org.nocrala.tools.database.builder:database-builder-ant-plugin;unknown
org.nocrala.tools.lang.collector:list-collector;unknown
org.neo4j:neo4j-online-backup;unknown
org.neuronaddict:data;unknown
org.nocrala.tools.database.sentinel:sentinel-core;unknown
org.neuronaddict:api-cache;unknown
org.nocrala.tools.database.sentinel:sentinel-abstract-plugin;unknown
com.sun.xml.ws:policy;unknown
org.neo4j:neo4j-causal-clustering;unknown
com.googlecode.objectify:objectify;unknown
org.neo4j:neo4j-core-edge;unknown
org.ndviet:test-libraries-api;unknown
org.neo4j:neo4j-community-rpm;unknown
org.neo4j.assembly:neo4j-advanced-standalone;unknown
org.nakedobjects.plugins:xml-persistor;unknown
org.mvnpm:babel-runtime;unknown
org.nakedobjects.archetypes:application;unknown
org.nakedobjects.skins:classic-skin;unknown
org.mvnpm:stimulus;unknown
org.mvnpm:mos-plugin-markdownscript;unknown
org.mvnpm:babel-helper-get-function-arity;unknown
org.nasdanika.ai:http;unknown
org.nasdanika.ai:smile;unknown
org.mvnpm:babel-plugin-transform-es2015-classes;unknown
org.nasdanika.ai:math;unknown
org.mybatis:mybatis-oscache;unknown
org.mvnpm:babel-helper-define-map;unknown
org.mvnpm:blurhash;unknown
org.nakedobjects.core:remoting;unknown
org.apache.derby:derbyoptionaltools;unknown
org.mvnpm.at.nodelib:fs.walk;unknown
org.mortbay.jetty.testwars:test-war-dump;unknown
org.movealong:sly-model-test;unknown
org.mvnpm.at.atlaskit:platform-feature-flags;unknown
org.mule.tests:mule-tests-external-axis;unknown
org.modelcc:ModelCC;unknown
org.mortbay.jetty:jetty-j2se6;unknown
com.googlecode.jsslutils:jsslutils;unknown
com.googlecode.jsslutils:jsslutils-test-certificates;unknown
net.stickycode.mockwire:sticky-mockwire-spring25;unknown
org.codehaus.xfire:xfire-all;unknown
org.jddd:jddd-core;unknown
org.mobicents.resources:mobicents-slee-ra-diameter-cx-dx-docs-sources;unknown
org.minbox.framework:api-boot-starter-quartz;unknown
org.mobicents.resources:mobicents-slee-ra-diameter-ro-docs-sources-mobicents;unknown
org.minbox.framework:api-boot-starter-mail;unknown
org.mobicents.resources:mobicents-slee-ra-tftp-server-events;unknown
org.mobicents.jdocbook:telestax-jdocbook-parent;unknown
org.mobicents.resources:mobicents-slee-ra-xcap-client-DU;unknown
org.mobicents.servlet.sip:restcomm.extras;unknown
org.mobicents.resources:mobicents-slee-ra-diameter-s6a-docs;unknown
org.mobicents.resources:mobicents-slee-ra-diameter-gx-ra-DU;unknown
org.mobicents.resources:mobicents-slee-ra-diameter-sh-server-ra-DU;unknown
org.mobicents.eir:test-mapmodule;unknown
org.mobicents.resources:mobicents-slee-ra-diameter-base-common-ra;unknown
org.microemu:microemu-device-large;unknown
org.mobicents.resources.mscontrol:mobicents-slee-ra-mscontrol;unknown
org.mobicents.servlet.sip.examples:jslee-sips-interop-demo-sips-business;unknown
org.mobicents.examples:mobicents-slee-connectivity-example-javaee-beans;unknown
org.mmbase:mmbase-clustering;unknown
org.mobicents.examples:mobicents-slee-example-sip-uas-DU;unknown
org.mobicents.servlet.sip.examples:websockets-sip-servlet;unknown
org.microemu:microemu-javase-swt;unknown
org.mobicents.applications:charging-server;unknown
org.jboss.jbossas:jboss-as-console;unknown
org.codehaus.mojo:cobertura-maven-plugin;unknown
jboss:jnp-client;unknown
com.seaglasslookandfeel:seaglasslookandfeel;unknown
net.sourceforge.mydoggy:mydoggy-api;unknown
net.sourceforge.mydoggy:mydoggy-res;unknown
org.chasen.mecab:mecab-java;unknown
org.codehaus.mojo:plugin-support;unknown
org.macrocore:kernel-nacos;unknown
org.marketcetera:fix-server;unknown
org.macrocloud:macrocloud-kernel;unknown
org.marvelution.jji:jira-jenkins-integration;unknown
org.macrocloud:kernel-shiro;unknown
org.macrocloud:kernel-ehcache;unknown
org.marketcetera:strategy-rpc-server;unknown
org.macrocloud:kernel-batch;unknown
org.macrocloud:kernel-tomcat;unknown
org.macrocloud:kernel-jasypt;unknown
org.macrocore:kernel-ribbon;unknown
org.metacsp:meta-csp-framework;unknown
org.marid:marid-web;unknown
org.liquibase:liquibase-cli;unknown
org.marketcetera:trade-core;unknown
org.marketcetera:admin-rpc-server;unknown
org.make:avro4s-json_2.13;unknown
org.machanism.macha.machaon.faas:faas-machaon;unknown
org.marketcetera:cluster-api;unknown
org.marketcetera:marketdata-bogus;unknown
org.marvelution.jji:jira-jenkins-plugin;unknown
org.lwjgl.lwjgl:parent;unknown
org.make:avro4s-refined_2.13;unknown
org.lindbergframework.configuration:lindbergframework-xmlconfiguration;unknown
org.mattressframework:mattress-demo-webapp;unknown
org.meyvn:template-hellomeyvn;unknown
org.marketcetera:remote-emitter;unknown
org.machanism.macha.core.adapters.spring.data:user-repository-adapter;unknown
org.machanism.macha.core.entities:inventory-entities;unknown
org.mazarineblue:MazarineBlue-DataDriven-keywords;unknown
org.marketcetera:strategy-api;unknown
org.macrocloud:kernel-brick;unknown
org.machanism.macha.core.commons:model-customization;unknown
org.marketcetera:marketdata-marketcetera;unknown
org.marketcetera:trade-parent;unknown
org.maurodata:oxbrcinformatics-gradle-plugins;unknown
org.linkedopenactors.code:loa-similarity-checker-hackathon2021;unknown
org.make:avro4s-kafka_2.13;unknown
org.make.constructr:constructr-zookeeper-root_2.13;unknown
org.libreoffice:unoloader;unknown
org.marvelution:open-source-parent;unknown
org.marid:marid-webapp;unknown
org.magicwerk.brownies:brownies-javassist;unknown
org.lorislab.jel:jel-testcontainers;unknown
org.logicblaze.lingo:lingo-parent;unknown
org.marketcetera:marketdata-rpc-client;unknown
org.meyvn:cljs-maven-plugin;unknown
org.marketcetera:cluster-rpc-server;unknown
org.make:avro4s-core_2.13;unknown
org.libregaming:matchbot;unknown
geronimo:geronimo-transaction;unknown
org.icefaces:icefaces-comps;unknown
org.jbatis:jbatis-rds-kernel;unknown
org.jadira.usertype:usertype.jodatime;unknown
org.jbatis:jbatis-rds-spring-boot-starter;unknown
org.ajaxtags:ajaxtags;unknown
org.jcodec:jcodec-javase;unknown
androidx.car.app:app;unknown
org.apache.myfaces.orchestra:myfaces-orchestra-core20;unknown
org.apache.servicemix.bundles:org.apache.servicemix.bundles.josql;unknown
de.naturzukunft.rdf4j:loa-repository;unknown
org.apache.accumulo:accumulo-monitor;unknown
org.codehaus.mojo:cassandra-maven-plugin;unknown
org.jasypt:jasypt-spring31;unknown
org.apache.myfaces.test:myfaces-test22;unknown
org.apache.accumulo:accumulo-access;unknown
de.schlichtherle.truezip:truezip-path;unknown
org.kuali.common:kuali-util;unknown
org.kuali.student.db:ks-bundled-db;unknown
org.kuali.student.core:ks-hibernate;unknown
org.kuali.ole:ole-workflow-utility;unknown
org.kuali.ole:ole-docstore-search;unknown
org.kuali.ole:ole-docstore;unknown
org.langrid:servicegrid;unknown
org.kuali.common:kuali-sample3;unknown
org.kuali.student.core:ks-metro;unknown
org.kuali.pom:kuali-common;unknown
org.kuali.common:kuali-threads;unknown
org.krproject.ocean.archetypes.crab:crab-archetype-archetype;unknown
org.kuali.student.lum:ks-lum-program;unknown
org.kuali.ole:ole-impex-ds;unknown
org.kuali.student.core:ks-jta;unknown
org.kuali.student.db:ks-cfg-dbs;unknown
org.kuali.common:kuali-impex-model;unknown
org.kuali.common:kuali-maven3;unknown
org.krysalis:krysalis-barcode-fop-ext-0.20.5;unknown
org.kualigan.kfs:kfs-assembly;unknown
org.kuali.kpme:kpme-tools;unknown
org.apache.myfaces.extensions.cdi.modules:myfaces-extcdi-jpa1-module-impl;unknown
org.kohsuke.stapler:stapler-parent;unknown
org.knowhowlab.osgi.shell:felix-gogo;unknown
org.kohsuke:file-leak-detecter;unknown
org.kohsuke.droovy:groovy-all;unknown
org.kohsuke:xml-patcher;unknown
org.kohsuke.ajaxterm4j:ajaxterm4j;unknown
org.kite9:kite9-java-all;unknown
org.kiwix.kiwixlib:kiwixlib;unknown
org.kohsuke:doklet;unknown
com.oracle.database.jdbc:ojdbc8-production;unknown
org.apache.felix:org.apache.felix.dependencymanager.annotation;unknown
org.apache.felix:org.apache.felix.dependencymanager.runtime;unknown
org.jresearch.dominokit:mdi-icons-processor;unknown
org.joty:joty-core-mix;unknown
org.jvnet.jaxb2_commons:jaxb2-basics-jaxb-xjc;unknown
org.jresearch.logui:org.jresearch.logui.pom;unknown
org.jvnet.hudson.plugins:cppunit;unknown
org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.pom;unknown
org.jvnet.ogc:wms-v_1_3_0-schema;unknown
org.jvnet.hudson.plugins:email-ext;unknown
org.jsefa:jsefa-android;unknown
org.jresearch.commons.gwt:org.jresearch.commons.gwt.base.srv;unknown
org.jresearch.gwtproject:gwt-editors-parent;unknown
org.jvnet.hudson.plugins:perforce;unknown
org.jvnet.hudson.plugins:selenium-aes;unknown
org.jvnet.hudson.plugins:URLSCM;unknown
org.jszip.maven:jszip-maven-plugin;unknown
org.jvnet.hudson.plugins:multiline-tabbar-plugin;unknown
org.jresearch.commons.gxt.calendar:org.jresearch.commons.gxt.calendar.demo;unknown
org.jresearch.commons.gxt.crud:org.jresearch.commons.gxt.crud.widget;unknown
org.jvnet.hudson.plugins:status-view;unknown
org.jvnet.hudson.pxeboot:tftpd;unknown
org.jresearch.gwtproject.i18n:gwt-i18n;unknown
org.jvnet.ogc:wms-v_1_0_7;unknown
org.jvnet.hudson.plugins:tasks;unknown
org.jresearch.gavka:org.jresearch.gavka.gwt.app;unknown
org.jresearch.gwtproject.safehtml:safehtml-parent;unknown
org.jresearch.dominokit.jackson:domino-jackson;unknown
org.jvnet.jax-ws-commons:pom;unknown
org.jresearch.commons.gxt.calendar:org.jresearch.commons.gxt.calendar.pom;unknown
org.jvnet.hudson.plugins:bitkeeper;unknown
org.jvnet.hudson:license;unknown
org.jvnet.hudson.dtkit:dtkit-format;unknown
org.jresearch.commons.gwt.gwt2go:org.jresearch.commons.gwt.gwt2go.pom;unknown
org.jvnet.hudson:sshd-core;unknown
org.jresearch.commons.gwt.mdIcon:org.jresearch.commons.gwt.mdIcon.pom;unknown
org.jresearch.commons.gwt:org.jresearch.commons.gwt.pom;unknown
org.jresearch.dominokit.jackson:jackson-apt-processor;unknown
org.jvnet.jaxb2_commons:annotate;unknown
org.kathra:kathra-platformmanager;unknown
org.jvnet.jaxb2_commons:jaxb2-basics-jaxb;unknown
org.jwall:streams-sandbox;unknown
org.jvnet.hudson.plugins:bruceschneier;unknown
org.jvnet.hyperjaxb3:hyperjaxb3-ejb-samples-po-maven-jaxb2-plugin;unknown
org.jvnet.hudson.plugins:grinder;unknown
org.jvnet.ogc:cv-v_0_2_0;unknown
org.jvnet.hudson.main:jnlp-agent;unknown
org.jsslutils:jsslutils;unknown
org.jvnet.ogc:cts-v_1_0_0;unknown
org.jszip.redist:assert;unknown
org.jsefa:jsefa-parent;unknown
org.jresearch.logui:org.jresearch.logui.gwt.fragment;unknown
org.jszip.redist:bootstrap;unknown
org.jvnet.ogc:swecommon-v_1_0_0-schema;unknown
org.jvnet.ogc:wcs-v_1_1_2-schema;unknown
org.jresearch.flexess:org.jresearch.flexess.pom;unknown
org.jvnet.jax-ws-commons:smtp;unknown
org.jresearch.commons.base:org.jresearch.commons.base.pom;unknown
org.jsonk:jsonk;unknown
org.jresearch.commons.gwt.base:org.jresearch.commons.gwt.base.pom;unknown
org.jvnet.hudson.plugins:sfee;unknown
org.jresearch.orika:org.jresearch.orika.pom;unknown
org.jresearch.gwt.webprnt:org.jresearch.gwt.webprnt.pom;unknown
org.jresearch.dominokit:domino-ui-parent;unknown
org.jresearch.commons.base.manager:org.jresearch.commons.base.manager.pom;unknown
org.jresearch.gwtproject.xhr:gwt-xhr-parent;unknown
org.jresearch.gwtproject.i18n:gwt-i18n-parent;unknown
org.jresearch.gwt.momentjs:org.jresearch.gwt.momentjs.pom;unknown
org.jresearch.gavka:org.jresearch.gavka.pom;unknown
org.jvnet.ogc:swes-v_2_0_0-schema;unknown
org.jvnet.hudson.plugins:javancss;unknown
org.jresearch.commons.gxt.gwt:org.jresearch.commons.gxt.gwt.bom;unknown
com.atlassian.clover:clover;unknown
mockit:jmockit;unknown
org.apache.geronimo.specs:geronimo-jsp_2.1_spec;unknown
org.apache.wicket.experimental.wicket7:wicket-metrics;unknown
org.eclipse.jetty.orbit:javax.security.auth.message;unknown
com.antiaction:common-cli;unknown
com.google.inject.extensions:guice-assisted-inject;unknown
com.oracle.truffle:truffle-debug;unknown
org.jodreports.poms:jodreports-parent;unknown
org.jibx.schema.org.opentravel._2012A:org.jibx.schema.org.opentravel._2012A.rail;unknown
org.jibx.schema.org.opentravel._2012B:org.jibx.schema.org.opentravel._2012B.rail;unknown
org.jflux:org.jflux.spec.services;unknown
org.jibx.schema.config:schema-library-parent-w3;unknown
org.jibx.schema.org.opentravel._2012A:org.jibx.schema.org.opentravel._2012A.base.air;unknown
org.jomc:maven-jomc-plugin;unknown
org.jibx.config.osgi.wrapped:org.jibx.config.osgi.wrapped.joda-time;unknown
org.jibx.schema.org.opentravel._2013B:opentravel-schema-cache;unknown
org.jibx.schema.org.opentravel._2011A:org.jibx.schema.org.opentravel._2011A.rail;unknown
org.jibx.schema.org.opentravel._2013B:org.jibx.schema.org.opentravel._2013B.touractivity;unknown
org.jibx.schema.org.opentravel._2011A:opentravel-schema-cache;unknown
org.jibx.schema.org.opentravel.x2014B:org.jibx.schema.org.opentravel.x2014B.reviews;unknown
org.jmolecules:jmolecules-architecture;unknown
org.joinedworkz.profile:org.joinedworkz.profile.ui;unknown
org.jibx.schema.org.opentravel.x2014B:org.jibx.schema.org.opentravel.x2014B.base.pkg;unknown
org.jibx.schema.org.opentravel._2011B:org.jibx.schema.org.opentravel._2011B.base.hotel;unknown
org.jibx.schema.org.opentravel._2013B:org.jibx.schema.org.opentravel._2013B.cruise;unknown
org.jibx.schema.org.opentravel._2011B:org.jibx.schema.org.opentravel._2011B.air;unknown
org.jibx.schema.org.opentravel._2010B:org.jibx.schema.org.opentravel._2010B.veh;unknown
org.jibx.schema.org.opentravel.x2014B:org.jibx.schema.org.opentravel.x2014B.golf;unknown
org.jodreports:jodreports-library;unknown
org.jibx.schema.org.opentravel._2011A:org.jibx.schema.org.opentravel._2011A.base;unknown
org.joinedworkz.facilities:spring-boot-quasar;unknown
androidx.compose.runtime:runtime-retain-iosx64;unknown
androidx.compose.runtime:runtime-retain-wasm-js;unknown
androidx.lifecycle:lifecycle-common-iosarm64;unknown
androidx.lifecycle:lifecycle-common-iosx64;unknown
androidx.lifecycle:lifecycle-runtime-iosarm64;unknown
androidx.lifecycle:lifecycle-runtime-iosx64;unknown
androidx.lifecycle:lifecycle-viewmodel-iosarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-iossimulatorarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-iosx64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-iosarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-iossimulatorarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-iosx64;unknown
androidx.navigationevent:navigationevent-iossimulatorarm64;unknown
androidx.navigationevent:navigationevent-iosx64;unknown
androidx.navigationevent:navigationevent-wasm-js;unknown
androidx.compose.runtime:runtime-retain-iossimulatorarm64;unknown
androidx.annotation:annotation-js;unknown
androidx.compose.runtime:runtime-retain-iosarm64;unknown
androidx.lifecycle:lifecycle-common-iossimulatorarm64;unknown
androidx.lifecycle:lifecycle-runtime-iossimulatorarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-macosx64;unknown
androidx.navigationevent:navigationevent-iosarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-macosx64;unknown
androidx.lifecycle:lifecycle-viewmodel-macosarm64;unknown
androidx.navigationevent:navigationevent-macosarm64;unknown
androidx.navigationevent:navigationevent-macosx64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-macosarm64;unknown
androidx.collection:collection-wasm-js;unknown
androidx.compose.runtime:runtime-annotation-watchosarm32;unknown
androidx.compose.runtime:runtime-linuxarm64;unknown
androidx.compose.runtime:runtime-macosarm64;unknown
androidx.compose.runtime:runtime-macosx64;unknown
androidx.compose.runtime:runtime-saveable-iosarm64;unknown
androidx.compose.runtime:runtime-saveable-macosx64;unknown
androidx.compose.runtime:runtime-saveable-watchosx64;unknown
androidx.compose.runtime:runtime-watchosarm32;unknown
androidx.compose.runtime:runtime-watchossimulatorarm64;unknown
androidx.compose.runtime:runtime-watchosx64;unknown
androidx.lifecycle:lifecycle-common-macosx64;unknown
androidx.lifecycle:lifecycle-runtime-macosx64;unknown
androidx.navigationevent:navigationevent-js;unknown
androidx.collection:collection-js;unknown
androidx.compose.runtime:runtime-annotation-watchosx64;unknown
androidx.compose.runtime:runtime-iosarm64;unknown
androidx.compose.runtime:runtime-mingwx64;unknown
androidx.compose.runtime:runtime-retain-macosarm64;unknown
androidx.compose.runtime:runtime-saveable-iosx64;unknown
androidx.compose.runtime:runtime-annotation-linuxarm64;unknown
androidx.compose.runtime:runtime-saveable-macosarm64;unknown
androidx.compose.runtime:runtime-saveable-tvossimulatorarm64;unknown
androidx.compose.runtime:runtime-annotation-tvosx64;unknown
androidx.compose.runtime:runtime-saveable-tvosx64;unknown
androidx.compose.runtime:runtime-iossimulatorarm64;unknown
androidx.compose.runtime:runtime-saveable-watchosarm64;unknown
androidx.compose.runtime:runtime-saveable-watchossimulatorarm64;unknown
androidx.compose.runtime:runtime-js;unknown
androidx.compose.runtime:runtime-tvosarm64;unknown
androidx.compose.runtime:runtime-wasm-js;unknown
androidx.compose.runtime:runtime-watchosarm64;unknown
androidx.lifecycle:lifecycle-common-macosarm64;unknown
androidx.lifecycle:lifecycle-runtime-macosarm64;unknown
androidx.performance:performance-annotation-tvosarm64;unknown
androidx.performance:performance-annotation-watchosarm64;unknown
androidx.compose.runtime:runtime-saveable-watchosarm32;unknown
androidx.compose.runtime:runtime-tvossimulatorarm64;unknown
androidx.performance:performance-annotation-tvossimulatorarm64;unknown
androidx.compose.runtime:runtime-annotation-tvosarm64;unknown
androidx.compose.runtime:runtime-annotation-watchosarm64;unknown
androidx.compose.runtime:runtime-iosx64;unknown
androidx.compose.runtime:runtime-linuxx64;unknown
androidx.compose.runtime:runtime-retain-macosx64;unknown
androidx.compose.runtime:runtime-saveable-iossimulatorarm64;unknown
androidx.compose.runtime:runtime-saveable-linuxx64;unknown
androidx.compose.runtime:runtime-saveable-mingwx64;unknown
androidx.compose.runtime:runtime-saveable-tvosarm64;unknown
androidx.compose.runtime:runtime-tvosx64;unknown
androidx.performance:performance-annotation-linuxarm64;unknown
androidx.performance:performance-annotation-mingwx64;unknown
androidx.compose.runtime:runtime-saveable-wasm-js;unknown
androidx.compose.runtime:runtime-saveable-linuxarm64;unknown
androidx.performance:performance-annotation-tvosx64;unknown
androidx.performance:performance-annotation-watchossimulatorarm64;unknown
androidx.performance:performance-annotation-watchosx64;unknown
androidx.compose.runtime:runtime-retain-js;unknown
androidx.compose.runtime:runtime-annotation-watchossimulatorarm64;unknown
androidx.performance:performance-annotation-watchosarm32;unknown
androidx.compose.runtime:runtime-annotation-tvossimulatorarm64;unknown
androidx.compose.runtime:runtime-saveable-js;unknown
androidx.graphics:graphics-shapes-wasm-js;unknown
androidx.graphics:graphics-shapes-js;unknown
org.jddd:jddd-jpa;unknown
org.jdtaus.core.logging:jdtaus-core-commons-logging;unknown
org.jdtaus.common:jdtaus-banking-api;unknown
org.jeecgframework.boot:jeecg-boot-common;unknown
org.jeecgframework.boot3:jeecg-boot-starter-rabbitmq;unknown
org.jeecgframework:langchain4j-pgvector;unknown
org.jdtaus:ISO-13616;unknown
org.jeecgframework.boot:jeecg-boot-parent;unknown
org.jesperancinha.console:consolerizer;unknown
org.jeecgframework.boot:jeecg-boot-starter-springboot3;unknown
org.jclouds:jclouds-azure;unknown
org.jeecgframework.boot3:jeecg-boot-starter;unknown
org.jesperancinha.itf:itf-chartizate-api;unknown
org.jclouds:jclouds-gogrid;unknown
org.jeecgframework:jeasypoi-base;unknown
org.jdtaus.correspondents:jdtaus-correspondents-ri-jaxb;unknown
org.jeecgframework.boot3:jeecg-boot-starter-mongon;unknown
org.jdtaus.sequences:jdtaus-sequences-it;unknown
androidx.annotation:annotation-tvosarm64;unknown
androidx.annotation:annotation-tvossimulatorarm64;unknown
androidx.annotation:annotation-watchosarm32;unknown
androidx.annotation:annotation-watchosarm64;unknown
androidx.annotation:annotation-watchossimulatorarm64;unknown
androidx.annotation:annotation-watchosx64;unknown
androidx.collection:collection-linuxarm64;unknown
androidx.collection:collection-tvosarm64;unknown
androidx.collection:collection-tvossimulatorarm64;unknown
androidx.collection:collection-watchosarm32;unknown
androidx.collection:collection-watchosarm64;unknown
androidx.collection:collection-watchossimulatorarm64;unknown
androidx.lifecycle:lifecycle-common-tvosx64;unknown
androidx.lifecycle:lifecycle-common-watchossimulatorarm64;unknown
androidx.lifecycle:lifecycle-runtime-compose-macosarm64;unknown
androidx.lifecycle:lifecycle-runtime-compose-macosx64;unknown
androidx.lifecycle:lifecycle-runtime-wasm-js;unknown
androidx.lifecycle:lifecycle-runtime-watchossimulatorarm64;unknown
androidx.lifecycle:lifecycle-runtime-watchosx64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-tvosarm64;unknown
androidx.savedstate:savedstate-compose-tvosx64;unknown
androidx.savedstate:savedstate-compose-watchosarm32;unknown
androidx.savedstate:savedstate-compose-watchossimulatorarm64;unknown
androidx.savedstate:savedstate-compose-watchosx64;unknown
androidx.savedstate:savedstate-iosarm64;unknown
androidx.savedstate:savedstate-linuxx64;unknown
androidx.savedstate:savedstate-macosx64;unknown
androidx.savedstate:savedstate-tvosarm64;unknown
androidx.savedstate:savedstate-wasm-js;unknown
androidx.window:window-core-iossimulatorarm64;unknown
androidx.window:window-core-js;unknown
androidx.window:window-core-macosarm64;unknown
androidx.annotation:annotation-mingwx64;unknown
androidx.window:window-core-tvosx64;unknown
androidx.window:window-core-wasm-js;unknown
androidx.annotation:annotation-tvosx64;unknown
androidx.collection:collection-mingwx64;unknown
androidx.collection:collection-watchosx64;unknown
androidx.lifecycle:lifecycle-common-js;unknown
androidx.lifecycle:lifecycle-common-wasm-js;unknown
androidx.lifecycle:lifecycle-common-watchosarm64;unknown
androidx.lifecycle:lifecycle-runtime-compose-tvossimulatorarm64;unknown
androidx.lifecycle:lifecycle-runtime-compose-wasm-js;unknown
androidx.lifecycle:lifecycle-runtime-compose-watchosarm32;unknown
androidx.lifecycle:lifecycle-runtime-compose-watchosarm64;unknown
androidx.lifecycle:lifecycle-runtime-compose-watchossimulatorarm64;unknown
androidx.lifecycle:lifecycle-runtime-js;unknown
androidx.lifecycle:lifecycle-runtime-watchosarm32;unknown
androidx.lifecycle:lifecycle-viewmodel-js;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-js;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-tvossimulatorarm64;unknown
androidx.lifecycle:lifecycle-viewmodel-savedstate-watchosarm32;unknown
androidx.navigation3:navigation3-runtime-iosarm64;unknown
androidx.navigationevent:navigationevent-compose-iosarm64;unknown
androidx.savedstate:savedstate-compose-iosarm64;unknown
androidx.savedstate:savedstate-compose-iossimulatorarm64;unknown
androidx.savedstate:savedstate-compose-macosarm64;unknown
androidx.savedstate:savedstate-compose-tvosarm64;unknown
androidx.savedstate:savedstate-compose-wasm-js;unknown
androidx.savedstate:savedstate-iossimulatorarm64;unknown
androidx.savedstate:savedstate-iosx64;unknown
androidx.savedstate:savedstate-tvossimulatorarm64;unknown
androidx.savedstate:savedstate-watchosarm64;unknown
androidx.window:window-core-iosarm64;unknown
androidx.window:window-core-linuxarm64;unknown
androidx.window:window-core-macosx64;unknown
androidx.window:window-core-tvossimulatorarm64;unknown
androidx.window:window-core-watchosarm64;unknown
androidx.window:window-core-watchossimulatorarm64;unknown
androidx.lifecycle:lifecycle-common-linuxarm64;unknown
androidx.lifecycle:lifecycle-common-watchosarm32;unknown
androidx.lifecycle:lifecycle-common-watchosx64;unknown
androidx.lifecycle:lifecycle-runtime-compose-linuxarm64;unknown
androidx.lifecycle:lifecycle-runtime-compose-linuxx64;unknown
androidx.lifecycle:lifecycle-runtime-compose-mingwx64;unknown
androidx.lifecycle:lifecycle-runtime-linuxarm64;unknown
androidx.lifecycle:lifecycle-runtime-tvossimulatorarm64;unknown
